"MUNICIPIO";"ANO";"MES";"CASOS"
"SANTA FILOMENA";2010;2;6
"SANTA FILOMENA";2010;3;11
"SANTA FILOMENA";2010;4;1
"SANTA FILOMENA";2010;5;0
"SANTA FILOMENA";2010;6;1
"SANTA FILOMENA";2010;7;0
"SANTA FILOMENA";2010;8;0
"SANTA FILOMENA";2010;9;0
"SANTA FILOMENA";2010;10;0
"SANTA FILOMENA";2010;11;0
"SANTA FILOMENA";2010;12;0
"SANTA MARIA DA BOA VISTA";2010;1;0
"SANTA MARIA DA BOA VISTA";2010;2;0
"SANTA MARIA DA BOA VISTA";2010;3;1
"SANTA MARIA DA BOA VISTA";2010;4;0
"SANTA MARIA DA BOA VISTA";2010;5;1
"SANTA MARIA DA BOA VISTA";2010;6;6
"SANTA MARIA DA BOA VISTA";2010;7;0
"SANTA MARIA DA BOA VISTA";2010;8;0
"SANTA MARIA DA BOA VISTA";2010;9;0
"SANTA MARIA DA BOA VISTA";2010;10;0
"SANTA MARIA DA BOA VISTA";2010;11;0
"SANTA MARIA DA BOA VISTA";2010;12;1
"SANTA TEREZINHA";2010;1;0
"SANTA TEREZINHA";2010;2;0
"SANTA TEREZINHA";2010;3;0
"SANTA TEREZINHA";2010;4;0
"SANTA TEREZINHA";2010;5;0
"SANTA TEREZINHA";2010;6;0
"SANTA TEREZINHA";2010;7;1
"SANTA TEREZINHA";2010;8;1
"SANTA TEREZINHA";2010;9;0
"SANTA TEREZINHA";2010;10;0
"SANTA TEREZINHA";2010;11;0
"SANTA TEREZINHA";2010;12;0
"SAO BENEDITO DO SUL";2010;1;0
"SAO BENEDITO DO SUL";2010;2;0
"SAO BENEDITO DO SUL";2010;3;0
"SAO BENEDITO DO SUL";2010;4;1
"SAO BENEDITO DO SUL";2010;5;0
"SAO BENEDITO DO SUL";2010;6;0
"SAO BENEDITO DO SUL";2010;7;0
"SAO BENEDITO DO SUL";2010;8;0
"SAO BENEDITO DO SUL";2010;9;1
"SAO BENEDITO DO SUL";2010;10;0
"SAO BENEDITO DO SUL";2010;11;0
"SAO BENEDITO DO SUL";2010;12;0
"SAO BENTO DO UNA";2010;1;2
"SAO BENTO DO UNA";2010;2;0
"SAO BENTO DO UNA";2010;3;0
"SAO BENTO DO UNA";2010;4;3
"SAO BENTO DO UNA";2010;5;17
"SAO BENTO DO UNA";2010;6;8
"SAO BENTO DO UNA";2010;7;5
"SAO BENTO DO UNA";2010;8;0
"SAO BENTO DO UNA";2010;9;0
"SAO BENTO DO UNA";2010;10;1
"SAO BENTO DO UNA";2010;11;0
"SAO BENTO DO UNA";2010;12;1
"SAO CAITANO";2010;1;0
"SAO CAITANO";2010;2;0
"SAO CAITANO";2010;3;3
"SAO CAITANO";2010;4;19
"SAO CAITANO";2010;5;47
"SAO CAITANO";2010;6;15
"SAO CAITANO";2010;7;15
"SAO CAITANO";2010;8;0
"SAO CAITANO";2010;9;0
"SAO CAITANO";2010;10;0
"SAO CAITANO";2010;11;0
"SAO CAITANO";2010;12;1
"SAO JOAO";2010;1;0
"SAO JOAO";2010;2;22
"SAO JOAO";2010;3;69
"SAO JOAO";2010;4;10
"SAO JOAO";2010;5;2
"SAO JOAO";2010;6;0
"SAO JOAO";2010;7;0
"SAO JOAO";2010;8;0
"SAO JOAO";2010;9;0
"SAO JOAO";2010;10;0
"SAO JOAO";2010;11;0
"SAO JOAO";2010;12;0
"SAO JOAQUIM DO MONTE";2010;1;1
"SAO JOAQUIM DO MONTE";2010;2;0
"SAO JOAQUIM DO MONTE";2010;3;0
"SAO JOAQUIM DO MONTE";2010;4;11
"SAO JOAQUIM DO MONTE";2010;5;11
"SAO JOAQUIM DO MONTE";2010;6;11
"SAO JOAQUIM DO MONTE";2010;7;0
"SAO JOAQUIM DO MONTE";2010;8;0
"SAO JOAQUIM DO MONTE";2010;9;0
"SAO JOAQUIM DO MONTE";2010;10;0
"SAO JOAQUIM DO MONTE";2010;11;0
"SAO JOAQUIM DO MONTE";2010;12;0
"SAO JOSE DA COROA GRANDE";2010;1;0
"SAO JOSE DA COROA GRANDE";2010;2;1
"SAO JOSE DA COROA GRANDE";2010;3;0
"SAO JOSE DA COROA GRANDE";2010;4;0
"SAO JOSE DA COROA GRANDE";2010;5;4
"SAO JOSE DA COROA GRANDE";2010;6;4
"SAO JOSE DA COROA GRANDE";2010;7;8
"SAO JOSE DA COROA GRANDE";2010;8;7
"SAO JOSE DA COROA GRANDE";2010;9;1
"SAO JOSE DA COROA GRANDE";2010;10;1
"SAO JOSE DA COROA GRANDE";2010;11;2
"SAO JOSE DA COROA GRANDE";2010;12;0
"SAO JOSE DO BELMONTE";2010;1;38
"SAO JOSE DO BELMONTE";2010;2;192
"SAO JOSE DO BELMONTE";2010;3;91
"SAO JOSE DO BELMONTE";2010;4;32
"SAO JOSE DO BELMONTE";2010;5;13
"SAO JOSE DO BELMONTE";2010;6;5
"SAO JOSE DO BELMONTE";2010;7;32
"SAO JOSE DO BELMONTE";2010;8;0
"SAO JOSE DO BELMONTE";2010;9;2
"SAO JOSE DO BELMONTE";2010;10;2
"SAO JOSE DO BELMONTE";2010;11;41
"SAO JOSE DO BELMONTE";2010;12;4
"SAO JOSE DO EGITO";2010;1;0
"SAO JOSE DO EGITO";2010;2;0
"SAO JOSE DO EGITO";2010;3;0
"SAO JOSE DO EGITO";2010;4;1
"SAO JOSE DO EGITO";2010;5;3
"SAO JOSE DO EGITO";2010;6;3
"SAO JOSE DO EGITO";2010;7;0
"SAO JOSE DO EGITO";2010;8;5
"SAO JOSE DO EGITO";2010;9;4
"SAO JOSE DO EGITO";2010;10;0
"SAO JOSE DO EGITO";2010;11;0
"SAO JOSE DO EGITO";2010;12;2
"SAO LOURENCO DA MATA";2010;1;0
"SAO LOURENCO DA MATA";2010;2;0
"SAO LOURENCO DA MATA";2010;3;3
"SAO LOURENCO DA MATA";2010;4;5
"SAO LOURENCO DA MATA";2010;5;35
"SAO LOURENCO DA MATA";2010;6;55
"SAO LOURENCO DA MATA";2010;7;50
"SAO LOURENCO DA MATA";2010;8;33
"SAO LOURENCO DA MATA";2010;9;9
"SAO LOURENCO DA MATA";2010;10;3
"SAO LOURENCO DA MATA";2010;11;1
"SAO LOURENCO DA MATA";2010;12;0
"SAO VICENTE FERRER";2010;1;0
"SAO VICENTE FERRER";2010;2;0
"SAO VICENTE FERRER";2010;3;0
"SAO VICENTE FERRER";2010;4;0
"SAO VICENTE FERRER";2010;5;3
"SAO VICENTE FERRER";2010;6;0
"SAO VICENTE FERRER";2010;7;0
"SAO VICENTE FERRER";2010;8;0
"SAO VICENTE FERRER";2010;9;0
"SAO VICENTE FERRER";2010;10;0
"SAO VICENTE FERRER";2010;11;0
"SAO VICENTE FERRER";2010;12;0
"SERRA TALHADA";2010;1;2
"SERRA TALHADA";2010;2;6
"SERRA TALHADA";2010;3;20
"SERRA TALHADA";2010;4;29
"SERRA TALHADA";2010;5;70
"SERRA TALHADA";2010;6;46
"SERRA TALHADA";2010;7;21
"SERRA TALHADA";2010;8;9
"SERRA TALHADA";2010;9;4
"SERRA TALHADA";2010;10;3
"SERRA TALHADA";2010;11;4
"SERRA TALHADA";2010;12;1
"SERRITA";2010;1;0
"SERRITA";2010;2;0
"SERRITA";2010;3;1
"SERRITA";2010;4;4
"SERRITA";2010;5;5
"SERRITA";2010;6;0
"SERRITA";2010;7;2
"SERRITA";2010;8;1
"SERRITA";2010;9;8
"SERRITA";2010;10;8
"SERRITA";2010;11;11
"SERRITA";2010;12;12
"SERTANIA";2010;1;0
"SERTANIA";2010;2;1
"SERTANIA";2010;3;0
"SERTANIA";2010;4;0
"SERTANIA";2010;5;0
"SERTANIA";2010;6;1
"SERTANIA";2010;7;0
"SERTANIA";2010;8;1
"SERTANIA";2010;9;0
"SERTANIA";2010;10;1
"SERTANIA";2010;11;3
"SERTANIA";2010;12;4
"SIRINHAEM";2010;1;0
"SIRINHAEM";2010;2;0
"SIRINHAEM";2010;3;0
"SIRINHAEM";2010;4;0
"SIRINHAEM";2010;5;0
"SIRINHAEM";2010;6;0
"SIRINHAEM";2010;7;0
"SIRINHAEM";2010;8;1
"SIRINHAEM";2010;9;0
"SIRINHAEM";2010;10;0
"SIRINHAEM";2010;11;0
"SIRINHAEM";2010;12;0
"SOLIDAO";2010;1;0
"SOLIDAO";2010;2;0
"SOLIDAO";2010;3;0
"SOLIDAO";2010;4;1
"SOLIDAO";2010;5;3
"SOLIDAO";2010;6;5
"SOLIDAO";2010;7;2
"SOLIDAO";2010;8;0
"SOLIDAO";2010;9;0
"SOLIDAO";2010;10;0
"SOLIDAO";2010;11;2
"SOLIDAO";2010;12;0
"SURUBIM";2010;1;1
"SURUBIM";2010;2;9
"SURUBIM";2010;3;124
"SURUBIM";2010;4;151
"SURUBIM";2010;5;78
"SURUBIM";2010;6;33
"SURUBIM";2010;7;16
"SURUBIM";2010;8;9
"SURUBIM";2010;9;9
"SURUBIM";2010;10;1
"SURUBIM";2010;11;3
"SURUBIM";2010;12;1
"TABIRA";2010;1;0
"TABIRA";2010;2;0
"TABIRA";2010;3;3
"TABIRA";2010;4;1
"TABIRA";2010;5;0
"TABIRA";2010;6;2
"TABIRA";2010;7;0
"TABIRA";2010;8;6
"TABIRA";2010;9;3
"TABIRA";2010;10;2
"TABIRA";2010;11;7
"TABIRA";2010;12;15
"TACAIMBO";2010;1;0
"TACAIMBO";2010;2;0
"TACAIMBO";2010;3;0
"TACAIMBO";2010;4;8
"TACAIMBO";2010;5;14
"TACAIMBO";2010;6;4
"TACAIMBO";2010;7;0
"TACAIMBO";2010;8;1
"TACAIMBO";2010;9;1
"TACAIMBO";2010;10;0
"TACAIMBO";2010;11;0
"TACAIMBO";2010;12;0
"TACARATU";2010;1;0
"TACARATU";2010;2;0
"TACARATU";2010;3;1
"TACARATU";2010;4;18
"TACARATU";2010;5;8
"TACARATU";2010;6;0
"TACARATU";2010;7;2
"TACARATU";2010;8;1
"TACARATU";2010;9;0
"TACARATU";2010;10;0
"TACARATU";2010;11;1
"TACARATU";2010;12;0
"TAMANDARE";2010;1;0
"TAMANDARE";2010;2;0
"TAMANDARE";2010;3;0
"TAMANDARE";2010;4;0
"TAMANDARE";2010;5;0
"TAMANDARE";2010;6;0
"TAMANDARE";2010;7;2
"TAMANDARE";2010;8;1
"TAMANDARE";2010;9;0
"TAMANDARE";2010;10;0
"TAMANDARE";2010;11;1
"TAMANDARE";2010;12;0
"TAQUARITINGA DO NORTE";2010;1;0
"TAQUARITINGA DO NORTE";2010;2;0
"TAQUARITINGA DO NORTE";2010;3;1
"TAQUARITINGA DO NORTE";2010;4;20
"TAQUARITINGA DO NORTE";2010;5;17
"TAQUARITINGA DO NORTE";2010;6;14
"TAQUARITINGA DO NORTE";2010;7;10
"TAQUARITINGA DO NORTE";2010;8;2
"TAQUARITINGA DO NORTE";2010;9;1
"TAQUARITINGA DO NORTE";2010;10;0
"TAQUARITINGA DO NORTE";2010;11;0
"TAQUARITINGA DO NORTE";2010;12;1
"TEREZINHA";2010;1;0
"TEREZINHA";2010;2;0
"TEREZINHA";2010;3;0
"TEREZINHA";2010;4;0
"TEREZINHA";2010;5;0
"TEREZINHA";2010;6;2
"TEREZINHA";2010;7;1
"TEREZINHA";2010;8;0
"TEREZINHA";2010;9;0
"TEREZINHA";2010;10;0
"TEREZINHA";2010;11;0
"TEREZINHA";2010;12;0
"TERRA NOVA";2010;1;0
"TERRA NOVA";2010;2;3
"TERRA NOVA";2010;3;45
"TERRA NOVA";2010;4;6
"TERRA NOVA";2010;5;7
"TERRA NOVA";2010;6;0
"TERRA NOVA";2010;7;0
"TERRA NOVA";2010;8;0
"TERRA NOVA";2010;9;0
"TERRA NOVA";2010;10;0
"TERRA NOVA";2010;11;0
"TERRA NOVA";2010;12;0
"TIMBAUBA";2010;1;0
"TIMBAUBA";2010;2;2
"TIMBAUBA";2010;3;8
"TIMBAUBA";2010;4;6
"TIMBAUBA";2010;5;9
"TIMBAUBA";2010;6;6
"TIMBAUBA";2010;7;9
"TIMBAUBA";2010;8;4
"TIMBAUBA";2010;9;0
"TIMBAUBA";2010;10;1
"TIMBAUBA";2010;11;0
"TIMBAUBA";2010;12;0
"TORITAMA";2010;1;0
"TORITAMA";2010;2;4
"TORITAMA";2010;3;0
"TORITAMA";2010;4;3
"TORITAMA";2010;5;1
"TORITAMA";2010;6;0
"TORITAMA";2010;7;0
"TORITAMA";2010;8;0
"TORITAMA";2010;9;0
"TORITAMA";2010;10;0
"TORITAMA";2010;11;0
"TORITAMA";2010;12;0
"TRACUNHAEM";2010;1;0
"TRACUNHAEM";2010;2;0
"TRACUNHAEM";2010;3;1
"TRACUNHAEM";2010;4;0
"TRACUNHAEM";2010;5;0
"TRACUNHAEM";2010;6;1
"TRACUNHAEM";2010;7;4
"TRACUNHAEM";2010;8;2
"TRACUNHAEM";2010;9;0
"TRACUNHAEM";2010;10;0
"TRACUNHAEM";2010;11;0
"TRACUNHAEM";2010;12;0
"TRINDADE";2010;1;0
"TRINDADE";2010;2;0
"TRINDADE";2010;3;1
"TRINDADE";2010;4;1
"TRINDADE";2010;5;1
"TRINDADE";2010;6;0
"TRINDADE";2010;7;0
"TRINDADE";2010;8;0
"TRINDADE";2010;9;0
"TRINDADE";2010;10;0
"TRINDADE";2010;11;0
"TRINDADE";2010;12;0
"TRIUNFO";2010;1;0
"TRIUNFO";2010;2;2
"TRIUNFO";2010;3;10
"TRIUNFO";2010;4;48
"TRIUNFO";2010;5;22
"TRIUNFO";2010;6;6
"TRIUNFO";2010;7;3
"TRIUNFO";2010;8;0
"TRIUNFO";2010;9;0
"TRIUNFO";2010;10;0
"TRIUNFO";2010;11;0
"TRIUNFO";2010;12;0
"TUPARETAMA";2010;1;0
"TUPARETAMA";2010;2;0
"TUPARETAMA";2010;3;0
"TUPARETAMA";2010;4;0
"TUPARETAMA";2010;5;3
"TUPARETAMA";2010;6;4
"TUPARETAMA";2010;7;2
"TUPARETAMA";2010;8;1
"TUPARETAMA";2010;9;1
"TUPARETAMA";2010;10;1
"TUPARETAMA";2010;11;1
"TUPARETAMA";2010;12;1
"VENTUROSA";2010;1;0
"VENTUROSA";2010;2;0
"VENTUROSA";2010;3;1
"VENTUROSA";2010;4;4
"VENTUROSA";2010;5;11
"VENTUROSA";2010;6;18
"VENTUROSA";2010;7;0
"VENTUROSA";2010;8;0
"VENTUROSA";2010;9;0
"VENTUROSA";2010;10;0
"VENTUROSA";2010;11;0
"VENTUROSA";2010;12;0
"VERDEJANTE";2010;1;0
"VERDEJANTE";2010;2;1
"VERDEJANTE";2010;3;8
"VERDEJANTE";2010;4;0
"VERDEJANTE";2010;5;0
"VERDEJANTE";2010;6;2
"VERDEJANTE";2010;7;1
"VERDEJANTE";2010;8;1
"VERDEJANTE";2010;9;1
"VERDEJANTE";2010;10;0
"VERDEJANTE";2010;11;1
"VERDEJANTE";2010;12;0
"VERTENTE DO LERIO";2010;1;0
"VERTENTE DO LERIO";2010;2;0
"VERTENTE DO LERIO";2010;3;0
"VERTENTE DO LERIO";2010;4;1
"VERTENTE DO LERIO";2010;5;1
"VERTENTE DO LERIO";2010;6;0
"VERTENTE DO LERIO";2010;7;0
"VERTENTE DO LERIO";2010;8;0
"VERTENTE DO LERIO";2010;9;4
"VERTENTE DO LERIO";2010;10;0
"VERTENTE DO LERIO";2010;11;0
"VERTENTE DO LERIO";2010;12;0
"VERTENTES";2010;1;3
"VERTENTES";2010;2;8
"VERTENTES";2010;3;9
"VERTENTES";2010;4;12
"VERTENTES";2010;5;26
"VERTENTES";2010;6;28
"VERTENTES";2010;7;5
"VERTENTES";2010;8;1
"VERTENTES";2010;9;0
"VERTENTES";2010;10;1
"VERTENTES";2010;11;0
"VERTENTES";2010;12;0
"VICENCIA";2010;1;0
"VICENCIA";2010;2;0
"VICENCIA";2010;3;1
"VICENCIA";2010;4;4
"VICENCIA";2010;5;2
"VICENCIA";2010;6;0
"VICENCIA";2010;7;1
"VICENCIA";2010;8;0
"VICENCIA";2010;9;2
"VICENCIA";2010;10;2
"VICENCIA";2010;11;4
"VICENCIA";2010;12;4
"VITORIA DE SANTO ANTAO";2010;1;0
"VITORIA DE SANTO ANTAO";2010;2;0
"VITORIA DE SANTO ANTAO";2010;3;8
"VITORIA DE SANTO ANTAO";2010;4;46
"VITORIA DE SANTO ANTAO";2010;5;59
"VITORIA DE SANTO ANTAO";2010;6;102
"VITORIA DE SANTO ANTAO";2010;7;115
"VITORIA DE SANTO ANTAO";2010;8;57
"VITORIA DE SANTO ANTAO";2010;9;23
"VITORIA DE SANTO ANTAO";2010;10;16
"VITORIA DE SANTO ANTAO";2010;11;2
"VITORIA DE SANTO ANTAO";2010;12;1
"XEXEU";2010;1;0
"XEXEU";2010;2;0
"XEXEU";2010;3;0
"XEXEU";2010;4;0
"XEXEU";2010;5;2
"XEXEU";2010;6;2
"XEXEU";2010;7;0
"XEXEU";2010;8;0
"XEXEU";2010;9;1
"XEXEU";2010;10;0
"XEXEU";2010;11;0
"XEXEU";2010;12;0
"ABREU E LIMA";2011;1;2
"ABREU E LIMA";2011;2;5
"ABREU E LIMA";2011;3;39
"ABREU E LIMA";2011;4;65
"ABREU E LIMA";2011;5;52
"ABREU E LIMA";2011;6;18
"ABREU E LIMA";2011;7;5
"ABREU E LIMA";2011;8;6
"ABREU E LIMA";2011;9;1
"ABREU E LIMA";2011;10;0
"ABREU E LIMA";2011;11;0
"ABREU E LIMA";2011;12;0
"AFOGADOS DA INGAZEIRA";2011;1;33
"AFOGADOS DA INGAZEIRA";2011;2;186
"AFOGADOS DA INGAZEIRA";2011;3;303
"AFOGADOS DA INGAZEIRA";2011;4;93
"AFOGADOS DA INGAZEIRA";2011;5;50
"AFOGADOS DA INGAZEIRA";2011;6;8
"AFOGADOS DA INGAZEIRA";2011;7;1
"AFOGADOS DA INGAZEIRA";2011;8;0
"AFOGADOS DA INGAZEIRA";2011;9;0
"AFOGADOS DA INGAZEIRA";2011;10;0
"AFOGADOS DA INGAZEIRA";2011;11;0
"AFOGADOS DA INGAZEIRA";2011;12;2
"AFRANIO";2011;1;0
"AFRANIO";2011;2;0
"AFRANIO";2011;3;14
"AFRANIO";2011;4;86
"AFRANIO";2011;5;45
"AFRANIO";2011;6;29
"AFRANIO";2011;7;9
"AFRANIO";2011;8;2
"AFRANIO";2011;9;0
"AFRANIO";2011;10;0
"AFRANIO";2011;11;0
"AFRANIO";2011;12;0
"AGRESTINA";2011;1;1
"AGRESTINA";2011;2;0
"AGRESTINA";2011;3;0
"AGRESTINA";2011;4;0
"AGRESTINA";2011;5;0
"AGRESTINA";2011;6;0
"AGRESTINA";2011;7;0
"AGRESTINA";2011;8;0
"AGRESTINA";2011;9;0
"AGRESTINA";2011;10;0
"AGRESTINA";2011;11;1
"AGRESTINA";2011;12;0
"AGUA PRETA";2011;1;1
"AGUA PRETA";2011;2;0
"AGUA PRETA";2011;3;0
"AGUA PRETA";2011;4;4
"AGUA PRETA";2011;5;57
"AGUA PRETA";2011;6;9
"AGUA PRETA";2011;7;2
"AGUA PRETA";2011;8;0
"AGUA PRETA";2011;9;0
"AGUA PRETA";2011;10;1
"AGUA PRETA";2011;11;0
"AGUA PRETA";2011;12;0
"AGUAS BELAS";2011;1;0
"AGUAS BELAS";2011;2;0
"AGUAS BELAS";2011;3;1
"AGUAS BELAS";2011;4;2
"AGUAS BELAS";2011;5;0
"AGUAS BELAS";2011;6;0
"AGUAS BELAS";2011;7;0
"AGUAS BELAS";2011;8;0
"AGUAS BELAS";2011;9;0
"AGUAS BELAS";2011;10;0
"AGUAS BELAS";2011;11;0
"AGUAS BELAS";2011;12;0
"ALAGOINHA";2011;1;0
"ALAGOINHA";2011;2;4
"ALAGOINHA";2011;3;16
"ALAGOINHA";2011;4;8
"ALAGOINHA";2011;5;6
"ALAGOINHA";2011;6;3
"ALAGOINHA";2011;7;0
"ALAGOINHA";2011;8;0
"ALAGOINHA";2011;9;0
"ALAGOINHA";2011;10;0
"ALAGOINHA";2011;11;0
"ALAGOINHA";2011;12;0
"ALIANCA";2011;1;27
"ALIANCA";2011;2;34
"ALIANCA";2011;3;8
"ALIANCA";2011;4;3
"ALIANCA";2011;5;3
"ALIANCA";2011;6;0
"ALIANCA";2011;7;1
"ALIANCA";2011;8;0
"ALIANCA";2011;9;0
"ALIANCA";2011;10;0
"ALIANCA";2011;11;0
"ALIANCA";2011;12;14
"ALTINHO";2011;1;2
"ALTINHO";2011;2;0
"ALTINHO";2011;3;0
"ALTINHO";2011;4;2
"ALTINHO";2011;5;2
"ALTINHO";2011;6;1
"ALTINHO";2011;7;1
"ALTINHO";2011;8;1
"ALTINHO";2011;9;2
"ALTINHO";2011;10;0
"ALTINHO";2011;11;0
"ALTINHO";2011;12;0
"AMARAJI";2011;1;0
"AMARAJI";2011;2;0
"AMARAJI";2011;3;3
"AMARAJI";2011;4;0
"AMARAJI";2011;5;1
"AMARAJI";2011;6;0
"AMARAJI";2011;7;0
"AMARAJI";2011;8;0
"AMARAJI";2011;9;0
"AMARAJI";2011;10;0
"AMARAJI";2011;11;0
"AMARAJI";2011;12;0
"ARACOIABA";2011;1;1
"ARACOIABA";2011;2;2
"ARACOIABA";2011;3;0
"ARACOIABA";2011;4;1
"ARACOIABA";2011;5;0
"ARACOIABA";2011;6;0
"ARACOIABA";2011;7;0
"ARACOIABA";2011;8;0
"ARACOIABA";2011;9;0
"ARACOIABA";2011;10;0
"ARACOIABA";2011;11;0
"ARACOIABA";2011;12;0
"ARARIPINA";2011;1;8
"ARARIPINA";2011;2;26
"ARARIPINA";2011;3;25
"ARARIPINA";2011;4;29
"ARARIPINA";2011;5;15
"ARARIPINA";2011;6;0
"ARARIPINA";2011;7;3
"ARARIPINA";2011;8;4
"ARARIPINA";2011;9;0
"ARARIPINA";2011;10;3
"ARARIPINA";2011;11;9
"ARARIPINA";2011;12;6
"ARCOVERDE";2011;1;4
"ARCOVERDE";2011;2;0
"ARCOVERDE";2011;3;5
"ARCOVERDE";2011;4;3
"ARCOVERDE";2011;5;2
"ARCOVERDE";2011;6;0
"ARCOVERDE";2011;7;0
"ARCOVERDE";2011;8;0
"ARCOVERDE";2011;9;0
"ARCOVERDE";2011;10;2
"ARCOVERDE";2011;11;0
"ARCOVERDE";2011;12;3
"BARRA DE GUABIRABA";2011;1;0
"BARRA DE GUABIRABA";2011;2;0
"BARRA DE GUABIRABA";2011;3;1
"BARRA DE GUABIRABA";2011;4;0
"BARRA DE GUABIRABA";2011;5;0
"BARRA DE GUABIRABA";2011;6;0
"BARRA DE GUABIRABA";2011;7;0
"BARRA DE GUABIRABA";2011;8;0
"BARRA DE GUABIRABA";2011;9;0
"BARRA DE GUABIRABA";2011;10;0
"BARRA DE GUABIRABA";2011;11;0
"BARRA DE GUABIRABA";2011;12;0
"BARREIROS";2011;1;5
"BARREIROS";2011;2;15
"BARREIROS";2011;3;3
"BARREIROS";2011;4;0
"BARREIROS";2011;5;1
"BARREIROS";2011;6;0
"BARREIROS";2011;7;0
"BARREIROS";2011;8;0
"BARREIROS";2011;9;0
"BARREIROS";2011;10;0
"BARREIROS";2011;11;0
"BARREIROS";2011;12;0
"BELEM DE MARIA";2011;1;0
"BELEM DE MARIA";2011;2;2
"BELEM DE MARIA";2011;3;1
"BELEM DE MARIA";2011;4;0
"BELEM DE MARIA";2011;5;0
"BELEM DE MARIA";2011;6;0
"BELEM DE MARIA";2011;7;0
"BELEM DE MARIA";2011;8;0
"BELEM DE MARIA";2011;9;0
"BELEM DE MARIA";2011;10;0
"BELEM DE MARIA";2011;11;0
"BELEM DE MARIA";2011;12;0
"BELO JARDIM";2011;1;0
"BELO JARDIM";2011;2;0
"BELO JARDIM";2011;3;0
"BELO JARDIM";2011;4;0
"BELO JARDIM";2011;5;4
"BELO JARDIM";2011;6;5
"BELO JARDIM";2011;7;0
"BELO JARDIM";2011;8;0
"BELO JARDIM";2011;9;0
"BELO JARDIM";2011;10;0
"BELO JARDIM";2011;11;0
"BELO JARDIM";2011;12;0
"BETANIA";2011;1;0
"BETANIA";2011;2;2
"BETANIA";2011;3;2
"BETANIA";2011;4;0
"BETANIA";2011;5;0
"BETANIA";2011;6;0
"BETANIA";2011;7;0
"BETANIA";2011;8;0
"BETANIA";2011;9;0
"BETANIA";2011;10;0
"BETANIA";2011;11;0
"BETANIA";2011;12;0
"BEZERROS";2011;1;0
"BEZERROS";2011;2;1
"BEZERROS";2011;3;4
"BEZERROS";2011;4;0
"BEZERROS";2011;5;0
"BEZERROS";2011;6;0
"BEZERROS";2011;7;0
"BEZERROS";2011;8;0
"BEZERROS";2011;9;0
"BEZERROS";2011;10;0
"BEZERROS";2011;11;0
"BEZERROS";2011;12;0
"BODOCO";2011;1;0
"BODOCO";2011;2;0
"BODOCO";2011;3;0
"BODOCO";2011;4;0
"BODOCO";2011;5;1
"BODOCO";2011;6;1
"BODOCO";2011;7;0
"BODOCO";2011;8;0
"BODOCO";2011;9;6
"BODOCO";2011;10;2
"BODOCO";2011;11;0
"BODOCO";2011;12;0
"BOM CONSELHO";2011;1;1
"BOM CONSELHO";2011;2;2
"BOM CONSELHO";2011;3;4
"BOM CONSELHO";2011;4;3
"BOM CONSELHO";2011;5;0
"BOM CONSELHO";2011;6;0
"BOM CONSELHO";2011;7;3
"BOM CONSELHO";2011;8;0
"BOM CONSELHO";2011;9;0
"BOM CONSELHO";2011;10;0
"BOM CONSELHO";2011;11;0
"BOM CONSELHO";2011;12;1
"BOM JARDIM";2011;1;5
"BOM JARDIM";2011;2;9
"BOM JARDIM";2011;3;15
"BOM JARDIM";2011;4;11
"BOM JARDIM";2011;5;4
"BOM JARDIM";2011;6;4
"BOM JARDIM";2011;7;0
"BOM JARDIM";2011;8;0
"BOM JARDIM";2011;9;0
"BOM JARDIM";2011;10;0
"BOM JARDIM";2011;11;0
"BOM JARDIM";2011;12;0
"BONITO";2011;1;0
"BONITO";2011;2;0
"BONITO";2011;3;1
"BONITO";2011;4;1
"BONITO";2011;5;1
"BONITO";2011;6;0
"BONITO";2011;7;0
"BONITO";2011;8;0
"BONITO";2011;9;0
"BONITO";2011;10;0
"BONITO";2011;11;0
"BONITO";2011;12;0
"BREJINHO";2011;1;4
"BREJINHO";2011;2;5
"BREJINHO";2011;3;17
"BREJINHO";2011;4;9
"BREJINHO";2011;5;1
"BREJINHO";2011;6;3
"BREJINHO";2011;7;0
"BREJINHO";2011;8;2
"BREJINHO";2011;9;1
"BREJINHO";2011;10;0
"BREJINHO";2011;11;1
"BREJINHO";2011;12;0
"BREJO DA MADRE DE DEUS";2011;1;0
"BREJO DA MADRE DE DEUS";2011;2;0
"BREJO DA MADRE DE DEUS";2011;3;0
"BREJO DA MADRE DE DEUS";2011;4;0
"BREJO DA MADRE DE DEUS";2011;5;0
"BREJO DA MADRE DE DEUS";2011;6;1
"BREJO DA MADRE DE DEUS";2011;7;2
"BREJO DA MADRE DE DEUS";2011;8;0
"BREJO DA MADRE DE DEUS";2011;9;0
"BREJO DA MADRE DE DEUS";2011;10;0
"BREJO DA MADRE DE DEUS";2011;11;0
"BREJO DA MADRE DE DEUS";2011;12;0
"BUENOS AIRES";2011;1;0
"BUENOS AIRES";2011;2;3
"BUENOS AIRES";2011;3;1
"BUENOS AIRES";2011;4;2
"BUENOS AIRES";2011;5;2
"BUENOS AIRES";2011;6;0
"BUENOS AIRES";2011;7;0
"BUENOS AIRES";2011;8;0
"BUENOS AIRES";2011;9;0
"BUENOS AIRES";2011;10;0
"BUENOS AIRES";2011;11;0
"BUENOS AIRES";2011;12;0
"BUIQUE";2011;1;0
"BUIQUE";2011;2;0
"BUIQUE";2011;3;2
"BUIQUE";2011;4;2
"BUIQUE";2011;5;1
